,MODELYEAR,MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,City_FC,HWY_FC,COMB_FC,COMB_MPG_FC,CO2EMISSIONS,Diesel,Ethanol,Gasoline,Prem_Gasoline
439,2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,18.6,13.9,16.5,17,380,0,0,1,0
440,2014,GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,23.9,18.5,21.5,13,344,0,1,0,0
441,2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,18.3,14.2,16.5,17,380,0,0,1,0
442,2014,GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,25.3,19.3,22.6,12,362,0,1,0,0
443,2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,18.6,13.9,16.5,17,380,0,0,1,0
444,2014,GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,23.9,18.5,21.5,13,344,0,1,0,0
445,2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,18.3,14.2,16.5,17,380,0,0,1,0
446,2014,GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,25.3,19.3,22.6,12,362,0,1,0,0
447,2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,21.1,14.2,18.0,16,414,0,0,1,0
448,2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,21.9,15.0,18.8,15,432,0,0,1,0
449,2014,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,30.0,20.4,25.7,11,411,0,1,0,0
450,2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,21.3,14.3,18.2,16,419,0,0,1,0
451,2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,22.1,15.0,18.9,15,435,0,0,1,0
452,2014,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,30.2,20.5,25.8,11,413,0,1,0,0
453,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,13.4,9.9,11.8,24,271,0,0,1,0
454,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,18.9,14.2,16.8,17,269,0,1,0,0
455,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,14.6,10.3,12.7,22,292,0,0,1,0
456,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,19.5,13.7,16.9,17,270,0,1,0,0
457,2014,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,16.3,11.4,14.1,20,324,0,0,0,1
458,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,14.2,10.6,12.6,22,290,0,0,1,0
459,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,20.0,15.1,17.8,16,285,0,1,0,0
460,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,14.9,10.6,13.0,22,299,0,0,1,0
461,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,19.9,14.2,17.3,16,277,0,1,0,0
462,2014,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,16.4,11.7,14.3,20,329,0,0,0,1
463,2014,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,10.5,7.3,9.1,31,209,0,0,1,0
464,2014,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,13.9,9.6,12.0,24,276,0,0,1,0
465,2014,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,18.8,13.1,16.2,17,259,0,1,0,0
466,2014,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,11.5,8.2,10.0,28,230,0,0,1,0
467,2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,14.8,9.9,12.6,22,290,0,0,1,0
468,2014,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,19.8,13.6,17.0,17,272,0,1,0,0
469,2014,GMC,YUKON,SUV - STANDARD,5.3,8,A6,16.0,11.1,13.8,20,317,0,0,1,0
470,2014,GMC,YUKON,SUV - STANDARD,5.3,8,A6,21.5,14.6,18.4,15,294,0,1,0,0
471,2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,16.0,11.1,13.8,20,317,0,0,1,0
472,2014,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,21.5,14.6,18.4,15,294,0,1,0,0
473,2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,17.0,11.8,14.7,19,338,0,0,0,1
474,2014,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,23.3,16.1,20.1,14,322,0,1,0,0
475,2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,18.8,13.4,16.4,17,377,0,0,0,1
476,2014,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,25.7,17.8,22.1,13,354,0,1,0,0
477,2014,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,16.0,11.1,13.8,20,317,0,0,1,0
478,2014,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,21.5,14.6,18.4,15,294,0,1,0,0
479,2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,16.0,11.1,13.8,20,317,0,0,1,0
480,2014,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,21.5,14.6,18.4,15,294,0,1,0,0
481,2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV,9.0,6.6,7.9,36,182,0,0,1,0
482,2014,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,9.1,6.9,8.1,35,186,0,0,1,0
483,2014,HONDA,ACCORD,MID-SIZE,2.4,4,M6,10.1,6.9,8.7,32,200,0,0,1,0
484,2014,HONDA,ACCORD,MID-SIZE,3.5,6,A6,11.0,6.8,9.1,31,209,0,0,1,0
485,2014,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,11.4,7.3,9.6,29,221,0,0,1,0
486,2014,HONDA,ACCORD,MID-SIZE,3.5,6,M6,13.0,8.4,10.9,26,251,0,0,1,0
487,2014,HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,4.7,4.9,4.8,59,110,0,0,1,0
488,2014,HONDA,CIVIC,COMPACT,1.8,4,AV,7.9,6.0,7.0,40,161,0,0,1,0
489,2014,HONDA,CIVIC,COMPACT,1.8,4,AV7,8.1,6.2,7.2,39,166,0,0,1,0
490,2014,HONDA,CIVIC,COMPACT,1.8,4,M5,8.5,6.6,7.6,37,175,0,0,1,0
491,2014,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,12.5,8.5,10.7,26,246,0,0,1,0
492,2014,HONDA,CR-V,SUV - SMALL,2.4,4,A5,10.3,7.6,9.1,31,209,0,0,1,0
493,2014,HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,10.6,7.9,9.4,30,216,0,0,1,0
494,2014,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,6.6,6.0,6.3,45,145,0,0,1,0
495,2014,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,7.6,6.1,6.9,41,159,0,0,1,0
496,2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,8.3,6.5,7.5,38,172,0,0,1,0
497,2014,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,8.3,6.9,7.7,37,177,0,0,1,0
498,2014,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,12.3,8.5,10.6,27,244,0,0,1,0
499,2014,HONDA,PILOT,SUV - SMALL,3.5,6,A5,13.3,9.3,11.5,25,265,0,0,1,0
500,2014,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,13.9,9.7,12.0,24,276,0,0,1,0
501,2014,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,15.2,11.3,13.4,21,308,0,0,1,0
502,2014,HYUNDAI,ACCENT,COMPACT,1.6,4,A6,8.8,6.3,7.7,37,177,0,0,1,0
503,2014,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,8.7,6.4,7.7,37,177,0,0,1,0
504,2014,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,A6,9.8,7.2,8.6,33,198,0,0,1,0
505,2014,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,9.8,7.0,8.5,33,196,0,0,1,0
506,2014,HYUNDAI,EQUUS,FULL-SIZE,5.0,8,A8,15.7,10.2,13.2,21,304,0,0,0,1
507,2014,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,13.0,8.7,11.1,25,255,0,0,1,0
508,2014,HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,13.0,9.1,11.2,25,258,0,0,1,0
509,2014,HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,13.3,9.5,11.6,24,267,0,0,1,0
510,2014,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,11.6,8.7,10.3,27,237,0,0,1,0
511,2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.0,4,A6,12.9,9.7,11.5,25,264,0,0,1,0
512,2014,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,12.5,9.4,11.1,25,255,0,0,1,0
513,2014,HYUNDAI,SONATA,FULL-SIZE,2.0,4,A6,11.4,7.5,9.6,29,221,0,0,1,0
514,2014,HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,9.8,7.0,8.5,33,196,0,0,1,0
515,2014,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,6.5,5.9,6.2,46,143,0,0,1,0
516,2014,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,6.6,5.9,6.3,45,145,0,0,1,0
517,2014,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,A6,10.2,8.2,9.3,30,214,0,0,1,0
518,2014,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M6,11.4,8.6,10.1,28,232,0,0,1,0
519,2014,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,11.3,8.3,10.0,28,230,0,0,1,0
520,2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.0,4,A6,11.4,9.3,10.5,27,242,0,0,1,0
521,2014,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,11.6,9.3,10.6,27,244,0,0,1,0
522,2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,8.6,6.6,7.7,37,177,0,0,1,0
523,2014,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,9.1,6.7,8.0,35,184,0,0,1,0
524,2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,9.9,7.5,8.8,32,202,0,0,1,0
525,2014,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,9.7,7.1,8.5,33,196,0,0,1,0
526,2014,INFINITI,Q50,MID-SIZE,3.7,6,AS7,12.0,8.0,10.2,28,235,0,0,0,1
527,2014,INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,12.6,8.7,10.8,26,248,0,0,0,1
528,2014,INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,8.2,6.7,7.5,38,172,0,0,0,1
529,2014,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,8.7,7.5,8.2,34,189,0,0,0,1
530,2014,INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,13.3,9.4,11.5,25,265,0,0,0,1
531,2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,13.6,9.3,11.7,24,269,0,0,0,1
532,2014,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,14.3,9.8,12.3,23,283,0,0,0,1
533,2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,12.9,8.9,11.1,25,255,0,0,0,1
534,2014,INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,M6,13.5,9.3,11.6,24,267,0,0,0,1
535,2014,INFINITI,Q70,MID-SIZE,3.7,6,AS7,12.8,8.9,11.0,26,253,0,0,0,1
536,2014,INFINITI,Q70,MID-SIZE,5.6,8,AS7,14.5,9.5,12.3,23,283,0,0,0,1
537,2014,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,13.2,9.6,11.6,24,267,0,0,0,1
538,2014,INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,15.0,10.2,12.8,22,294,0,0,0,1
539,2014,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,8.0,7.0,7.6,37,175,0,0,0,1
540,2014,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,13.6,9.6,11.8,24,271,0,0,0,1
541,2014,INFINITI,QX60,SUV - SMALL,3.5,6,AV,11.9,9.0,10.6,27,244,0,0,0,1
542,2014,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,12.3,9.3,11.0,26,253,0,0,0,1
543,2014,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,8.8,8.2,8.5,33,196,0,0,1,0
544,2014,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,14.5,10.7,12.8,22,294,0,0,0,1
545,2014,INFINITI,QX70 AWD,SUV - SMALL,5.0,8,AS7,16.6,11.9,14.5,19,334,0,0,0,1
546,2014,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,17.4,12.1,15.0,19,345,0,0,0,1
547,2014,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,11.8,8.4,10.3,27,237,0,0,0,1
548,2014,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,12.2,8.7,10.6,27,244,0,0,0,1
549,2014,JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5.0,8,AS8,15.0,10.2,12.8,22,294,0,0,0,1
550,2014,JAGUAR,XF,MID-SIZE,2.0,4,AS8,12.3,8.2,10.5,27,242,0,0,0,1
551,2014,JAGUAR,XF 3.0L AWD,MID-SIZE,3.0,6,AS8,14.7,9.1,12.2,23,281,0,0,0,1
552,2014,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,15.7,10.3,13.3,21,306,0,0,0,1
553,2014,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,21.3,14.1,18.1,16,290,0,1,0,0
554,2014,JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,15.7,10.3,13.3,21,306,0,0,0,1
555,2014,JAGUAR,XJ AWD,FULL-SIZE,3.0,6,AS8,14.6,9.6,12.4,23,285,0,0,0,1
556,2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,15.8,10.2,13.3,21,306,0,0,0,1
557,2014,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,20.6,13.6,17.5,16,280,0,1,0,0
558,2014,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,14.7,9.6,12.4,23,285,0,0,0,1
559,2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,15.8,10.2,13.3,21,306,0,0,0,1
560,2014,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,20.6,13.6,17.5,16,280,0,1,0,0
561,2014,JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,15.8,10.2,13.3,21,306,0,0,0,1
562,2014,JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,15.8,10.2,13.3,21,306,0,0,0,1
563,2014,JAGUAR,XK CONVERTIBLE,MINICOMPACT,5.0,8,AS6,15.1,10.6,13.1,22,301,0,0,0,1
564,2014,JAGUAR,XK COUPE,MINICOMPACT,5.0,8,AS6,14.8,9.9,12.6,22,290,0,0,0,1
565,2014,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,15.9,10.9,13.7,21,315,0,0,0,1
566,2014,JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS6,15.6,10.9,13.5,21,310,0,0,0,1
567,2014,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,15.9,10.9,13.7,21,315,0,0,0,1
568,2014,JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,15.6,10.9,13.5,21,310,0,0,0,1
569,2014,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,10.9,7.7,9.5,30,218,0,0,1,0
570,2014,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,12.3,8.3,10.5,27,242,0,0,1,0
571,2014,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,11.3,8.3,10.0,28,230,0,0,1,0
572,2014,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,12.5,8.8,10.8,26,248,0,0,1,0
573,2014,JEEP,CHEROKEE 4X4 Active Drive II,SUV - SMALL,2.4,4,A9,11.4,8.6,10.1,28,232,0,0,1,0
574,2014,JEEP,CHEROKEE 4X4 Active Drive II,SUV - SMALL,3.2,6,A9,12.5,9.1,11.0,26,253,0,0,1,0
575,2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,12.1,9.4,10.9,26,251,0,0,1,0
576,2014,JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,13.4,9.5,11.6,24,267,0,0,1,0
577,2014,JEEP,COMPASS,SUV - SMALL,2.0,4,A6,11.1,8.3,9.8,29,225,0,0,1,0
578,2014,JEEP,COMPASS,SUV - SMALL,2.0,4,M5,10.2,7.8,9.1,31,209,0,0,1,0
579,2014,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,11.1,8.3,9.8,29,225,0,0,1,0
580,2014,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,10.3,8.3,9.4,30,216,0,0,1,0
581,2014,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,11.4,8.7,10.2,28,235,0,0,1,0
582,2014,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,10.3,8.4,9.4,30,216,0,0,1,0
583,2014,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,11.7,10.3,11.1,25,255,0,0,1,0
584,2014,JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,17.3,11.7,14.8,19,340,0,0,1,0
585,2014,JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3.0,6,A8,11.2,8.4,9.9,29,267,1,0,0,0
586,2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,13.9,9.8,12.1,23,278,0,0,1,0
587,2014,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,17.7,13.0,15.6,18,250,0,1,0,0
588,2014,JEEP,GRAND CHEROKEE 4X4 SRT (MDS),SUV - STANDARD,6.4,8,A8,18.5,12.6,15.8,18,363,0,0,0,1
589,2014,JEEP,PATRIOT,SUV - SMALL,2.0,4,A6,11.1,8.3,9.8,29,225,0,0,1,0
590,2014,JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,10.2,7.8,9.1,31,209,0,0,1,0
591,2014,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,11.1,8.3,9.8,29,225,0,0,1,0
592,2014,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,10.3,8.3,9.4,30,216,0,0,1,0
593,2014,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,11.4,8.7,10.2,28,235,0,0,1,0
594,2014,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,10.3,8.4,9.4,30,216,0,0,1,0
595,2014,JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,11.7,10.3,11.1,25,255,0,0,1,0
596,2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,A5,14.1,11.1,12.8,22,294,0,0,1,0
597,2014,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,M6,14.2,11.0,12.8,22,294,0,0,1,0
598,2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,A5,14.8,11.7,13.4,21,308,0,0,1,0
599,2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,M6,15.0,11.4,13.4,21,308,0,0,1,0
600,2014,KIA,CADENZA,FULL-SIZE,3.3,6,A6,12.7,8.8,10.9,26,251,0,0,1,0
601,2014,KIA,FORTE,MID-SIZE,1.8,4,A6,9.6,6.6,8.3,34,191,0,0,1,0
602,2014,KIA,FORTE,MID-SIZE,1.8,4,M6,9.3,6.4,8.0,35,184,0,0,1,0
603,2014,KIA,FORTE,MID-SIZE,2.0,4,A6,9.8,6.6,8.4,34,193,0,0,1,0
604,2014,KIA,FORTE,MID-SIZE,2.0,4,M6,9.7,6.8,8.4,34,193,0,0,1,0
605,2014,KIA,FORTE 5,FULL-SIZE,1.6,4,A6,11.1,8.0,9.7,29,223,0,0,1,0
606,2014,KIA,FORTE 5,FULL-SIZE,1.6,4,M6,11.1,8.2,9.8,29,225,0,0,1,0
607,2014,KIA,FORTE 5,FULL-SIZE,2.0,4,A6,9.7,6.8,8.4,34,193,0,0,1,0
608,2014,KIA,FORTE 5,FULL-SIZE,2.0,4,M6,9.8,7.0,8.5,33,196,0,0,1,0
609,2014,KIA,FORTE KOUP,COMPACT,1.6,4,A6,10.6,7.9,9.4,30,216,0,0,1,0
610,2014,KIA,FORTE KOUP,COMPACT,1.6,4,M6,10.8,8.1,9.6,29,221,0,0,1,0
611,2014,KIA,FORTE KOUP,COMPACT,2.0,4,A6,9.6,7.0,8.4,34,193,0,0,1,0
612,2014,KIA,FORTE KOUP,COMPACT,2.0,4,M6,9.8,7.2,8.6,33,198,0,0,1,0
613,2014,KIA,OPTIMA,MID-SIZE,2.0,4,A6,11.7,7.6,9.9,29,228,0,0,1,0
614,2014,KIA,OPTIMA,MID-SIZE,2.4,4,A6,10.2,6.8,8.7,32,200,0,0,1,0
615,2014,KIA,RIO,COMPACT,1.6,4,A6,8.7,6.3,7.6,37,175,0,0,1,0
616,2014,KIA,RIO,COMPACT,1.6,4,M6,8.7,6.4,7.7,37,177,0,0,1,0
617,2014,KIA,RIO ECO,COMPACT,1.6,4,A6,8.5,6.4,7.6,37,175,0,0,1,0
618,2014,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,A6,10.5,7.5,9.2,31,212,0,0,1,0
619,2014,KIA,RONDO,STATION WAGON - MID-SIZE,2.0,4,M6,10.8,7.4,9.3,30,214,0,0,1,0
620,2014,KIA,SEDONA,MINIVAN,3.5,6,A6,13.7,9.9,12.0,24,276,0,0,1,0
621,2014,KIA,SORENTO,SUV - SMALL,2.4,4,A6,11.8,8.5,10.3,27,237,0,0,1,0
622,2014,KIA,SORENTO,SUV - SMALL,3.3,6,A6,12.9,9.5,11.4,25,262,0,0,1,0
623,2014,KIA,SORENTO 4WD,SUV - SMALL,2.4,4,A6,12.3,9.3,11.0,26,253,0,0,1,0
624,2014,KIA,SORENTO 4WD,SUV - SMALL,3.3,6,A6,13.4,9.9,11.8,24,271,0,0,1,0
625,2014,KIA,SOUL,STATION WAGON - SMALL,1.6,4,A6,9.8,7.9,8.9,32,205,0,0,1,0
626,2014,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,9.9,7.8,9.0,31,207,0,0,1,0
627,2014,KIA,SOUL,STATION WAGON - SMALL,2.0,4,A6,10.1,7.8,9.1,31,209,0,0,1,0
628,2014,KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2.0,4,A6,9.7,7.8,8.8,32,202,0,0,1,0
629,2014,KIA,SPORTAGE,SUV - SMALL,2.4,4,A6,11.4,8.3,10.0,28,230,0,0,1,0
630,2014,KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,12.9,9.3,11.3,25,260,0,0,1,0
631,2014,KIA,SPORTAGE AWD,SUV - SMALL,2.0,4,A6,12.7,9.7,11.4,25,262,0,0,1,0
632,2014,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,A6,12.0,9.1,10.7,26,246,0,0,1,0
633,2014,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,A7,22.8,12.9,18.3,15,421,0,0,0,1
634,2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,A6,18.0,12.8,15.7,18,361,0,0,0,1
635,2014,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,M6,20.6,13.5,17.4,16,400,0,0,0,1
636,2014,LAND ROVER,LR2,SUV - SMALL,2.0,4,AS6,13.5,9.9,11.9,24,274,0,0,0,1
637,2014,LAND ROVER,LR4,SUV - STANDARD,3.0,6,AS8,16.3,12.4,14.5,19,334,0,0,0,1
638,2014,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS9,11.3,7.9,9.8,29,225,0,0,0,1
639,2014,LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4,AS9,11.3,7.9,9.8,29,225,0,0,0,1
640,2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,18.0,12.2,15.4,18,354,0,0,0,1
641,2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,17.2,12.5,15.1,19,347,0,0,0,1
642,2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,25.0,16.9,21.4,13,342,0,1,0,0
643,2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,14.2,10.2,12.4,23,285,0,0,0,1
644,2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,14.2,10.2,12.4,23,285,0,0,0,1
645,2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,19.4,14.9,17.4,16,278,0,1,0,0
646,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,17.3,12.2,15.0,19,345,0,0,0,1
647,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,16.6,12.3,14.7,19,338,0,0,0,1
648,2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,24.0,16.6,20.7,14,331,0,1,0,0
649,2014,LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3.0,6,AS8,14.1,10.1,12.3,23,283,0,0,0,1
650,2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,14.1,10.1,12.3,23,283,0,0,0,1
651,2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6,AS8,19.4,14.8,17.3,16,277,0,1,0,0
652,2014,LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5.0,8,AS8,18.0,12.2,15.4,18,354,0,0,0,1
653,2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,17.2,12.5,15.1,19,347,0,0,0,1
654,2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,25.0,16.9,21.4,13,342,0,1,0,0
